Name,ID,Bundesland,VAP,Total votes,Number of valid erst stimmen,Number of valid zweit stimmen,Turnout,CDU Erst stimmen,CDU Zweit stimmen,CDU % Erst stimmen,CDU % Zweit stimmen,SPD Erst stimmen,SPD Zweit stimmen,SPD % Erst stimmen,SPD % Zweit stimmen,Linke Erst stimmen,Linke Zweit stimmen,Linke % Erst stimmen,Linke % Zweit stimmen,Grüne Erst stimmen,Grüne Zweit stimmen,Grüne % Erst stimmen,Grüne % Zweit stimmen,CSU Erst stimmen,CSU Zweit stimmen,CSU % Erst stimmen,CSU % Zweit stimmen,FDP Erst stimmen,FDP Zweit stimmen,FDP % Erst stimmen,FDP % Zweit stimmen,AfD Erst stimmen,AfD Zweit stimmen,AfD % Erst stimmen,AfD % Zweit stimmen,Other Erst stimmen,Other Zweit stimmen,Other % Erst stimmen,Other % Zweit stimmen
Harz,68,ST,207940,138570,136841,137047,0.6663941522,37886,30510,0.276861467,0.2226243551,34812,37330,0.2543974394,0.2723883047,14410,12697,0.1053046967,0.09264704809,6321,7495,0.04619229617,0.05468926719,,,,,10063,12533,0.07353790165,0.09145037834,24947,24788,0.1823064725,0.1808722555,8402,11694,0.06139972669,0.08532839099
Magdeburg,69,ST,229198,156780,155273,155355,0.6840373825,34175,28698,0.2200962176,0.1847253066,39215,40997,0.252555177,0.2638923755,15136,16447,0.09747992246,0.1058672074,14383,16352,0.09263039936,0.1052557047,,,,,12140,14673,0.07818487438,0.09444819929,23398,23446,0.1506894309,0.1509188632,16826,14742,0.1083639783,0.09489234334
Dessau - Wittenberg,70,ST,169749,115204,113820,113971,0.6786726284,39043,26740,0.3430240731,0.2346210878,22178,29843,0.1948515199,0.261847312,9003,9635,0.0790985767,0.08453904941,7632,6531,0.06705324196,0.05730405103,,,,,7591,10402,0.06669302407,0.09126883154,22002,21631,0.1933052188,0.1897938949,6371,9189,0.05597434546,0.08062577322
Anhalt,71,ST,214557,139289,137193,137441,0.6491934544,32293,29822,0.2353837295,0.216980377,28384,33053,0.2068910221,0.240488646,20246,14249,0.1475731269,0.1036735763,4587,5470,0.03343465046,0.03979889553,,,,,10636,12704,0.07752582129,0.09243238917,33226,31002,0.242184368,0.2255658792,7821,11141,0.05700728171,0.08106023676
Halle,72,ST,209765,148572,147067,147220,0.7082783114,30498,26281,0.20737487,0.1785151474,42334,34686,0.2878551953,0.2356065752,19247,17180,0.1308723235,0.1166961011,12520,19914,0.0851312667,0.1352669474,,,,,11867,15149,0.08069111357,0.1029004211,22516,21913,0.1531002876,0.1488452656,8085,12097,0.05497494339,0.08216954218
Burgenland - Saalekreis,73,ST,184352,125859,124291,124577,0.68271025,32649,26535,0.2626819319,0.2130007947,27165,28460,0.2185596705,0.2284530852,12418,10630,0.09991069345,0.0853287525,4206,5000,0.03383994014,0.04013581961,,,,,11764,12785,0.09464884827,0.1026272908,32328,31000,0.2600992831,0.2488420816,3761,10167,0.03025963264,0.0816121756
Mansfeld,74,ST,198675,133140,131340,131587,0.6701396753,32731,28411,0.249208162,0.2159103863,30972,32097,0.2358154408,0.243922272,13108,11680,0.09980204051,0.08876256773,3820,4834,0.02908481803,0.03673615175,,,,,11087,12784,0.08441449673,0.09715245427,32933,31474,0.250746155,0.2391877617,6689,10307,0.05092888686,0.0783284063
Berlin-Mitte,75,BE,207483,152513,150207,150402,0.7350626316,20002,16856,0.1331629019,0.1120729778,34072,32133,0.2268336362,0.2136474249,21291,20820,0.1417443927,0.1384290103,45870,46120,0.3053785776,0.3066448584,,,,,10038,13179,0.06682777767,0.08762516456,7597,7734,0.05057687059,0.05142218853,11337,13560,0.07547584334,0.09015837555
Berlin-Pankow,76,BE,235647,184517,181932,182215,0.7830229114,23039,21261,0.1266352263,0.1166808441,39093,40139,0.214876987,0.2202837308,29506,25158,0.1621814744,0.1380676673,46357,48098,0.2548039927,0.263962901,,,,,12509,14652,0.06875645846,0.08041050407,16237,15962,0.08924763098,0.08759981341,15191,16945,0.08349823011,0.09299453942
Berlin-Reinickendorf,77,BE,176585,128641,125387,125659,0.7284933601,34148,30246,0.2723408328,0.2406990347,32375,31403,0.2582006109,0.249906493,6099,5834,0.04864140621,0.04642723561,17600,19525,0.1403654286,0.1553808323,,,,,10907,13395,0.08698668921,0.1065980153,12245,12291,0.09765765191,0.09781233338,12013,12965,0.09580738035,0.1031760558
Berlin-Spandau - Charlottenburg Nord,78,BE,180251,126203,122939,123275,0.7001514555,28899,26260,0.2350677979,0.2130196715,40344,34215,0.3281627474,0.2775501927,6823,6325,0.05549906864,0.05130805111,14683,17926,0.1194332148,0.1454147232,,,,,10427,12434,0.08481442016,0.1008639221,12416,12765,0.1009931755,0.1035489759,9347,13350,0.07602957564,0.1082944636
Berlin-Steglitz-Zehlendorf,79,BE,217814,177282,174823,174874,0.8139146244,48949,39980,0.2799917631,0.2286217505,43472,42913,0.2486629334,0.2453938264,7461,8296,0.04267745091,0.04743987099,38895,39567,0.2224821677,0.2262600501,,,,,15961,22173,0.09129805575,0.1267941489,9221,9905,0.05274477615,0.05664078136,10864,12040,0.06214285306,0.06884957169
